15:23:57. INFO  manager.ApplicationManager - All tests starts in Chrome browser
15:23:58. INFO  manager.ApplicationManager - Link ------->https://contacts-app.tobbymarshall815.vercel.app/login
15:23:59. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
15:24:19. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
15:24:19. INFO  tests.TestBase - User{email='noa@gmail.com', password='Nnoa12345$'}
15:24:19. INFO  manager.MyListener - Start search element by locator --->By.xpath: //a[text()='LOGIN']
15:24:19. INFO  manager.MyListener - The element with locator --->By.xpath: //a[text()='LOGIN']was found
15:24:19. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[1]
15:24:19. INFO  manager.MyListener - The element with locator --->By.xpath: //input[1]was found
15:24:19. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[2]
15:24:19. INFO  manager.MyListener - The element with locator --->By.xpath: //input[2]was found
15:24:19. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[1]
15:24:19. INFO  manager.MyListener - The element with locator --->By.xpath: //button[1]was found
15:24:24. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
15:24:24. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
