19:49:41. INFO  manager.ApplicationManager - All tests starts in Chrome browser
19:49:43. INFO  manager.ApplicationManager - Link ------->https://contacts-app.tobbymarshall815.vercel.app/login
19:49:43. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
19:50:03. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
19:50:03. INFO  tests.TestBase - User starts login process with email: noa@gmail.com && password : Nnoa12345$
19:50:03. INFO  manager.MyListener - Start search element by locator --->By.xpath: //a[text()='LOGIN']
19:50:03. INFO  manager.MyListener - The element with locator --->By.xpath: //a[text()='LOGIN']was found
19:50:03. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[1]
19:50:03. INFO  manager.MyListener - The element with locator --->By.xpath: //input[1]was found
19:50:03. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[2]
19:50:03. INFO  manager.MyListener - The element with locator --->By.xpath: //input[2]was found
19:50:03. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[1]
19:50:03. INFO  manager.MyListener - The element with locator --->By.xpath: //button[1]was found
19:50:09. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
19:50:09. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
19:50:09. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
19:50:09. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
19:50:09. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
19:50:09. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
19:50:09. INFO  tests.TestBase - User starts login process with email: noa@gmail.com && password : Nnoa12345$
19:50:09. INFO  manager.MyListener - Start search element by locator --->By.xpath: //a[text()='LOGIN']
19:50:09. INFO  manager.MyListener - The element with locator --->By.xpath: //a[text()='LOGIN']was found
19:50:09. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[1]
19:50:09. INFO  manager.MyListener - The element with locator --->By.xpath: //input[1]was found
19:50:09. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[2]
19:50:09. INFO  manager.MyListener - The element with locator --->By.xpath: //input[2]was found
19:50:09. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[1]
19:50:09. INFO  manager.MyListener - The element with locator --->By.xpath: //button[1]was found
19:50:14. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
19:50:14. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
19:50:14. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
19:50:14. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
19:50:14. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
19:50:14. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
19:50:14. INFO  tests.TestBase - User starts login process with email: noa@gmail.com && password : Nnoa12345$
19:50:14. INFO  manager.MyListener - Start search element by locator --->By.xpath: //a[text()='LOGIN']
19:50:14. INFO  manager.MyListener - The element with locator --->By.xpath: //a[text()='LOGIN']was found
19:50:14. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[1]
19:50:14. INFO  manager.MyListener - The element with locator --->By.xpath: //input[1]was found
19:50:15. INFO  manager.MyListener - Start search element by locator --->By.xpath: //input[2]
19:50:15. INFO  manager.MyListener - The element with locator --->By.xpath: //input[2]was found
19:50:15. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[1]
19:50:15. INFO  manager.MyListener - The element with locator --->By.xpath: //button[1]was found
19:50:20. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
19:50:20. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
